"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"102","accorpare","accorpo","akkorpo","akkorp","-","are","akkorp","-","accorpa","akkorpa","akkorp","-","accorpiamo","akkorpiamo","akkorp","-","accorpi","akkorpi","akkorp","-",0,1,"-"
"103","accosciare","accoscio","akkoSSo","akkoSS","-","are","akkoSS","-","accoscia","akkoSSa","akkoSS","-","accosciamo","akkoSSamo","akkoSS","-","accosci","akkoSSi","akkoSS","-",0,1,"-"
"104","accostare","accosto","akkosto","akkost","-","are","akkost","-","accosta","akkosta","akkost","-","accostiamo","akkostiamo","akkost","-","accosti","akkosti","akkost","-",0,1,"-"
"105","accostumare","accostumo","akkostumo","akkostum","-","are","akkostum","-","accostuma","akkostuma","akkostum","-","accostumiamo","akkostumiamo","akkostum","-","accostumi","akkostumi","akkostum","-",0,1,"-"
"106","accovacciare","accovaccio","akkovattSo","akkovattS","tS","are","akkovattS","tS","accovaccia","akkovattSa","akkovattS","tS","accovacciamo","akkovattSamo","akkovattS","tS","accovacci","akkovattSi","akkovattS","tS",0,1,"-"
"107","accozzare","accozzo","akkozzo","akkozz","-","are","akkozz","-","accozza","akkozza","akkozz","-","accozziamo","akkozziamo","akkozz","-","accozzi","akkozzi","akkozz","-",0,1,"-"
"108","accreditare","accredito","akkredito","akkredit","-","are","akkredit","-","accredita","akkredita","akkredit","-","accreditiamo","akkreditiamo","akkredit","-","accrediti","akkrediti","akkredit","-",0,1,"-"
"109","accucciare","accuccio","akkuttSo","akkuttS","tS","are","akkuttS","tS","accuccia","akkuttSa","akkuttS","tS","accucciamo","akkuttSamo","akkuttS","tS","accucci","akkuttSi","akkuttS","tS",0,1,"-"
"110","acculare","acculo","akkulo","akkul","-","are","akkul","-","accula","akkula","akkul","-","acculiamo","akkuliamo","akkul","-","acculi","akkuli","akkul","-",0,1,"-"
"111","accumulare","accumulo","akkumulo","akkumul","-","are","akkumul","-","accumula","akkumula","akkumul","-","accumuliamo","akkumuliamo","akkumul","-","accumuli","akkumuli","akkumul","-",0,1,"-"
"112","accusare","accuso","akkuso","akkus","-","are","akkus","-","accusa","akkusa","akkus","-","accusiamo","akkusiamo","akkus","-","accusi","akkusi","akkus","-",0,1,"-"
"113","acidificare","acidifico","atSidifiko","atSidifik","k","are","atSidifik","k","acidifica","atSidifika","atSidifik","k","acidifichiamo","atSidifikiamo","atSidifik","k","acidifichi","atSidifiki","atSidifik","k",0,1,"-"
"114","acquartierare","acquartiero","akquartiero","akquartier","-","are","akquartier","-","acquartiera","akquartiera","akquartier","-","acquartieriamo","akquartieriamo","akquartier","-","acquartieri","akquartieri","akquartier","-",0,1,"-"
"115","acquattare","acquatto","akquatto","akquatt","-","are","akquatt","-","acquatta","akquatta","akquatt","-","acquattiamo","akquattiamo","akquatt","-","acquatti","akquatti","akquatt","-",0,1,"-"
"116","acquerellare","acquerello","akquerello","akquerell","-","are","akquerell","-","acquerella","akquerella","akquerell","-","acquerelliamo","akquerelliamo","akquerell","-","acquerelli","akquerelli","akquerell","-",0,1,"-"
"117","acquietare","acquieto","akquieto","akquiet","-","are","akquiet","-","acquieta","akquieta","akquiet","-","acquietiamo","akquietiamo","akquiet","-","acquieti","akquieti","akquiet","-",0,1,"-"
"118","acquistare","acquisto","akquisto","akquist","-","are","akquist","-","acquista","akquista","akquist","-","acquistiamo","akquistiamo","akquist","-","acquisti","akquisti","akquist","-",0,1,"-"
"119","acuminare","acumino","akumino","akumin","-","are","akumin","-","acumina","akumina","akumin","-","acuminiamo","akuminiamo","akumin","-","acumini","akumini","akumin","-",0,1,"-"
"120","acutizzare","acutizzo","akutizzo","akutizz","-","are","akutizz","-","acutizza","akutizza","akutizz","-","acutizziamo","akutizziamo","akutizz","-","acutizzi","akutizzi","akutizz","-",0,1,"-"
"121","adagiare","adagio","adadGo","adadG","dG","are","adadG","dG","adagia","adadGa","adadG","dG","adagiamo","adadGamo","adadG","dG","adagi","adadGi","adadG","dG",0,1,"-"
"122","adattare","adatto","adatto","adatt","-","are","adatt","-","adatta","adatta","adatt","-","adattiamo","adattiamo","adatt","-","adatti","adatti","adatt","-",0,1,"-"
"123","addebitare","addebito","addebito","addebit","-","are","addebit","-","addebita","addebita","addebit","-","addebitiamo","addebitiamo","addebit","-","addebiti","addebiti","addebit","-",0,1,"-"
"124","addensare","addenso","addenso","addens","-","are","addens","-","addensa","addensa","addens","-","addensiamo","addensiamo","addens","-","addensi","addensi","addens","-",0,1,"-"
"125","addentare","addento","addento","addent","-","are","addent","-","addenta","addenta","addent","-","addentiamo","addentiamo","addent","-","addenti","addenti","addent","-",0,1,"-"
"126","addentellare","addentello","addentello","addentell","-","are","addentell","-","addentella","addentella","addentell","-","addentelliamo","addentelliamo","addentell","-","addentelli","addentelli","addentell","-",0,1,"-"
"127","addentrare","addentro","addentro","addentr","-","are","addentr","-","addentra","addentra","addentr","-","addentriamo","addentriamo","addentr","-","addentri","addentri","addentr","-",0,1,"-"
"128","addestrare","addestro","addestro","addestr","-","are","addestr","-","addestra","addestra","addestr","-","addestriamo","addestriamo","addestr","-","addestri","addestri","addestr","-",0,1,"-"
"129","additare","addito","addito","addit","-","are","addit","-","addita","addita","addit","-","additiamo","additiamo","addit","-","additi","additi","addit","-",0,1,"-"
"130","addizionare","addiziono","addiziono","addizion","-","are","addizion","-","addiziona","addiziona","addizion","-","addizioniamo","addizioniamo","addizion","-","addizioni","addizioni","addizion","-",0,1,"-"
"131","addobbare","addobbo","addobbo","addobb","-","are","addobb","-","addobba","addobba","addobb","-","addobbiamo","addobbiamo","addobb","-","addobbi","addobbi","addobb","-",0,1,"-"
"132","addolorare","addoloro","addoloro","addolor","-","are","addolor","-","addolora","addolora","addolor","-","addoloriamo","addoloriamo","addolor","-","addolori","addolori","addolor","-",0,1,"-"
"133","addomesticare","addomestico","addomestiko","addomestik","k","are","addomestik","k","addomestica","addomestika","addomestik","k","addomestichiamo","addomestikiamo","addomestik","k","addomestichi","addomestiki","addomestik","k",0,1,"-"
"134","addormentare","addormento","addormento","addorment","-","are","addorment","-","addormenta","addormenta","addorment","-","addormentiamo","addormentiamo","addorment","-","addormenti","addormenti","addorment","-",0,1,"-"
"135","addossare","addosso","addosso","addoss","-","are","addoss","-","addossa","addossa","addoss","-","addossiamo","addossiamo","addoss","-","addossi","addossi","addoss","-",0,1,"-"
"136","addottorare","addottoro","addottoro","addottor","-","are","addottor","-","addottora","addottora","addottor","-","addottoriamo","addottoriamo","addottor","-","addottori","addottori","addottor","-",0,1,"-"
"137","addottrinare","addottrino","addottrino","addottrin","-","are","addottrin","-","addottrina","addottrina","addottrin","-","addottriniamo","addottriniamo","addottrin","-","addottrini","addottrini","addottrin","-",0,1,"-"
"138","adeguare","adeguo","adeguo","adegu","-","are","adegu","-","adegua","adegua","adegu","-","adeguiamo","adeguiamo","adegu","-","adegui","adegui","adegu","-",0,1,"-"
"139","adescare","adesco","adesko","adesk","k","are","adesk","k","adesca","adeska","adesk","k","adeschiamo","adeskiamo","adesk","k","adeschi","adeski","adesk","k",0,1,"-"
"140","adirare","adiro","adiro","adir","-","are","adir","-","adira","adira","adir","-","adiriamo","adiriamo","adir","-","adiri","adiri","adir","-",0,1,"-"
"141","adocchiare","adocchio","adokkio","adokki","-","are","adokki","-","adocchia","adokkia","adokki","-","adocchiamo","adokkiamo","adokki","-","adocchi","adokki","adokk","k",0,1,"-"
"142","adombrare","adombro","adombro","adombr","-","are","adombr","-","adombra","adombra","adombr","-","adombriamo","adombriamo","adombr","-","adombri","adombri","adombr","-",0,1,"-"
"143","adontare","adonto","adonto","adont","-","are","adont","-","adonta","adonta","adont","-","adontiamo","adontiamo","adont","-","adonti","adonti","adont","-",0,1,"-"
"144","adoperare","adopero","adopero","adoper","-","are","adoper","-","adopera","adopera","adoper","-","adoperiamo","adoperiamo","adoper","-","adoperi","adoperi","adoper","-",0,1,"-"
"145","adoprare","adopro","adopro","adopr","-","are","adopr","-","adopra","adopra","adopr","-","adopriamo","adopriamo","adopr","-","adopri","adopri","adopr","-",0,1,"-"
"146","adorare","adoro","adoro","ador","-","are","ador","-","adora","adora","ador","-","adoriamo","adoriamo","ador","-","adori","adori","ador","-",0,1,"-"
"147","adornare","adorno","adorno","adorn","-","are","adorn","-","adorna","adorna","adorn","-","adorniamo","adorniamo","adorn","-","adorni","adorni","adorn","-",0,1,"-"
"148","adottare","adotto","adotto","adott","-","are","adott","-","adotta","adotta","adott","-","adottiamo","adottiamo","adott","-","adotti","adotti","adott","-",0,1,"-"
"149","aduggiare","aduggio","aduddGo","aduddG","dG","are","aduddG","dG","aduggia","aduddGa","aduddG","dG","aduggiamo","aduddGamo","aduddG","dG","aduggi","aduddGi","aduddG","dG",0,1,"-"
"150","adulare","adulo","adulo","adul","-","are","adul","-","adula","adula","adul","-","aduliamo","aduliamo","adul","-","aduli","aduli","adul","-",0,1,"-"
"151","adulterare","adultero","adultero","adulter","-","are","adulter","-","adultera","adultera","adulter","-","adulteriamo","adulteriamo","adulter","-","adulteri","adulteri","adulter","-",0,1,"-"
"152","adunare","aduno","aduno","adun","-","are","adun","-","aduna","aduna","adun","-","aduniamo","aduniamo","adun","-","aduni","aduni","adun","-",0,1,"-"
"153","adusare","aduso","aduso","adus","-","are","adus","-","adusa","adusa","adus","-","adusiamo","adusiamo","adus","-","adusi","adusi","adus","-",0,1,"-"
"154","aerare","aero","aero","aer","-","are","aer","-","aera","aera","aer","-","aeriamo","aeriamo","aer","-","aeri","aeri","aer","-",0,1,"-"
"155","aerotrasportare","aerotrasporto","aerotrasporto","aerotrasport","-","are","aerotrasport","-","aerotrasporta","aerotrasporta","aerotrasport","-","aerotrasportiamo","aerotrasportiamo","aerotrasport","-","aerotrasporti","aerotrasporti","aerotrasport","-",0,1,"-"
"156","affabulare","affabulo","affabulo","affabul","-","are","affabul","-","affabula","affabula","affabul","-","affabuliamo","affabuliamo","affabul","-","affabuli","affabuli","affabul","-",0,1,"-"
"157","affaccendare","affaccendo","affattSendo","affattSend","-","are","affattSend","-","affaccenda","affattSenda","affattSend","-","affaccendiamo","affattSendiamo","affattSend","-","affaccendi","affattSendi","affattSend","-",0,1,"-"
"158","affacciare","affaccio","affattSo","affattS","tS","are","affattS","tS","affaccia","affattSa","affattS","tS","affacciamo","affattSamo","affattS","tS","affacci","affattSi","affattS","tS",0,1,"-"
"159","affamare","affamo","affamo","affam","-","are","affam","-","affama","affama","affam","-","affamiamo","affamiamo","affam","-","affami","affami","affam","-",0,1,"-"
"160","affannare","affanno","affanno","affann","-","are","affann","-","affanna","affanna","affann","-","affanniamo","affanniamo","affann","-","affanni","affanni","affann","-",0,1,"-"
"161","affardellare","affardello","affardello","affardell","-","are","affardell","-","affardella","affardella","affardell","-","affardelliamo","affardelliamo","affardell","-","affardelli","affardelli","affardell","-",0,1,"-"
"162","affare","affo","affo","aff","-","are","aff","-","affa","affa","aff","-","affiamo","affiamo","aff","-","affi","affi","aff","-",0,1,"-"
"163","affascinare","affascino","affaSSino","affaSSin","-","are","affaSSin","-","affascina","affaSSina","affaSSin","-","affasciniamo","affaSSiniamo","affaSSin","-","affascini","affaSSini","affaSSin","-",0,1,"-"
"164","affastellare","affastello","affastello","affastell","-","are","affastell","-","affastella","affastella","affastell","-","affastelliamo","affastelliamo","affastell","-","affastelli","affastelli","affastell","-",0,1,"-"
"165","affaticare","affatico","affatiko","affatik","k","are","affatik","k","affatica","affatika","affatik","k","affatichiamo","affatikiamo","affatik","k","affatichi","affatiki","affatik","k",0,1,"-"
"166","affatturare","affatturo","affatturo","affattur","-","are","affattur","-","affattura","affattura","affattur","-","affatturiamo","affatturiamo","affattur","-","affatturi","affatturi","affattur","-",0,1,"-"
"167","affermare","affermo","affermo","afferm","-","are","afferm","-","afferma","afferma","afferm","-","affermiamo","affermiamo","afferm","-","affermi","affermi","afferm","-",0,1,"-"
"168","afferrare","afferro","afferro","afferr","-","are","afferr","-","afferra","afferra","afferr","-","afferriamo","afferriamo","afferr","-","afferri","afferri","afferr","-",0,1,"-"
"169","affettare","affetto","affetto","affett","-","are","affett","-","affetta","affetta","affett","-","affettiamo","affettiamo","affett","-","affetti","affetti","affett","-",0,1,"-"
"170","affezionare","affeziono","affeziono","affezion","-","are","affezion","-","affeziona","affeziona","affezion","-","affezioniamo","affezioniamo","affezion","-","affezioni","affezioni","affezion","-",0,1,"-"
"171","affiancare","affianco","affianko","affiank","k","are","affiank","k","affianca","affianka","affiank","k","affianchiamo","affiankiamo","affiank","k","affianchi","affianki","affiank","k",0,1,"-"
"172","affiatare","affiato","affiato","affiat","-","are","affiat","-","affiata","affiata","affiat","-","affiatiamo","affiatiamo","affiat","-","affiati","affiati","affiat","-",0,1,"-"
"173","affibbiare","affibbio","affibbio","affibbi","-","are","affibbi","-","affibbia","affibbia","affibbi","-","affibbiamo","affibbiamo","affibbi","-","affibbi","affibbi","affibb","-",0,1,"-"
"174","affidare","affido","affido","affid","-","are","affid","-","affida","affida","affid","-","affidiamo","affidiamo","affid","-","affidi","affidi","affid","-",0,1,"-"
"175","affienare","affieno","affieno","affien","-","are","affien","-","affiena","affiena","affien","-","affieniamo","affieniamo","affien","-","affieni","affieni","affien","-",0,1,"-"
"176","affilare","affilo","affilo","affil","-","are","affil","-","affila","affila","affil","-","affiliamo","affiliamo","affil","-","affili","affili","affil","-",0,1,"-"
"177","affiliare","affilio","affilio","affili","-","are","affili","-","affilia","affilia","affili","-","affiliamo","affiliamo","affili","-","affili","affili","affil","-",0,1,"-"
"178","affinare","affino","affino","affin","-","are","affin","-","affina","affina","affin","-","affiniamo","affiniamo","affin","-","affini","affini","affin","-",0,1,"-"
"179","affiorare","affioro","affioro","affior","-","are","affior","-","affiora","affiora","affior","-","affioriamo","affioriamo","affior","-","affiori","affiori","affior","-",0,1,"-"
"180","affissare","affisso","affisso","affiss","-","are","affiss","-","affissa","affissa","affiss","-","affissiamo","affissiamo","affiss","-","affissi","affissi","affiss","-",0,1,"-"
"181","affittare","affitto","affitto","affitt","-","are","affitt","-","affitta","affitta","affitt","-","affittiamo","affittiamo","affitt","-","affitti","affitti","affitt","-",0,1,"-"
"182","afflosciare","affloscio","affloSSo","affloSS","-","are","affloSS","-","affloscia","affloSSa","affloSS","-","afflosciamo","affloSSamo","affloSS","-","afflosci","affloSSi","affloSS","-",0,1,"-"
"183","affocare","affoco","affoko","affok","k","are","affok","k","affoca","affoka","affok","k","affochiamo","affokiamo","affok","k","affochi","affoki","affok","k",0,1,"-"
"184","affogare","affogo","affogo","affog","g","are","affog","g","affoga","affoga","affog","g","affoghiamo","affogiamo","affog","g","affoghi","affogi","affog","g",0,1,"-"
"185","affollare","affollo","affollo","affoll","-","are","affoll","-","affolla","affolla","affoll","-","affolliamo","affolliamo","affoll","-","affolli","affolli","affoll","-",0,1,"-"
"186","affondare","affondo","affondo","affond","-","are","affond","-","affonda","affonda","affond","-","affondiamo","affondiamo","affond","-","affondi","affondi","affond","-",0,1,"-"
"187","affossare","affosso","affosso","affoss","-","are","affoss","-","affossa","affossa","affoss","-","affossiamo","affossiamo","affoss","-","affossi","affossi","affoss","-",0,1,"-"
"188","affrancare","affranco","affranko","affrank","k","are","affrank","k","affranca","affranka","affrank","k","affranchiamo","affrankiamo","affrank","k","affranchi","affranki","affrank","k",0,1,"-"
"189","affratellare","affratello","affratello","affratell","-","are","affratell","-","affratella","affratella","affratell","-","affratelliamo","affratelliamo","affratell","-","affratelli","affratelli","affratell","-",0,1,"-"
"190","affrescare","affresco","affresko","affresk","k","are","affresk","k","affresca","affreska","affresk","k","affreschiamo","affreskiamo","affresk","k","affreschi","affreski","affresk","k",0,1,"-"
"191","affrettare","affretto","affretto","affrett","-","are","affrett","-","affretta","affretta","affrett","-","affrettiamo","affrettiamo","affrett","-","affretti","affretti","affrett","-",0,1,"-"
"192","affrontare","affronto","affronto","affront","-","are","affront","-","affronta","affronta","affront","-","affrontiamo","affrontiamo","affront","-","affronti","affronti","affront","-",0,1,"-"
"193","affumicare","affumico","affumiko","affumik","k","are","affumik","k","affumica","affumika","affumik","k","affumichiamo","affumikiamo","affumik","k","affumichi","affumiki","affumik","k",0,1,"-"
"194","affusolare","affusolo","affusolo","affusol","-","are","affusol","-","affusola","affusola","affusol","-","affusoliamo","affusoliamo","affusol","-","affusoli","affusoli","affusol","-",0,1,"-"
"195","agevolare","agevolo","adGevolo","adGevol","-","are","adGevol","-","agevola","adGevola","adGevol","-","agevoliamo","adGevoliamo","adGevol","-","agevoli","adGevoli","adGevol","-",0,1,"-"
"196","agganciare","aggancio","aggantSo","aggantS","tS","are","aggantS","tS","aggancia","aggantSa","aggantS","tS","agganciamo","aggantSamo","aggantS","tS","agganci","aggantSi","aggantS","tS",0,1,"-"
"197","aggettare","aggetto","addGetto","addGett","-","are","addGett","-","aggetta","addGetta","addGett","-","aggettiamo","addGettiamo","addGett","-","aggetti","addGetti","addGett","-",0,1,"-"
"198","aggettivare","aggettivo","addGettivo","addGettiv","-","are","addGettiv","-","aggettiva","addGettiva","addGettiv","-","aggettiviamo","addGettiviamo","addGettiv","-","aggettivi","addGettivi","addGettiv","-",0,1,"-"
"199","agghiacciare","agghiaccio","aggiattSo","aggiattS","tS","are","aggiattS","tS","agghiaccia","aggiattSa","aggiattS","tS","agghiacciamo","aggiattSamo","aggiattS","tS","agghiacci","aggiattSi","aggiattS","tS",0,1,"-"
"200","agghindare","agghindo","aggindo","aggind","-","are","aggind","-","agghinda","agginda","aggind","-","agghindiamo","aggindiamo","aggind","-","agghindi","aggindi","aggind","-",0,1,"-"
"201","aggiogare","aggiogo","addGogo","addGog","g","are","addGog","g","aggioga","addGoga","addGog","g","aggioghiamo","addGogiamo","addGog","g","aggioghi","addGogi","addGog","g",0,1,"-"
"202","aggiornare","aggiorno","addGorno","addGorn","-","are","addGorn","-","aggiorna","addGorna","addGorn","-","aggiorniamo","addGorniamo","addGorn","-","aggiorni","addGorni","addGorn","-",0,1,"-"
"203","aggirare","aggiro","addGiro","addGir","-","are","addGir","-","aggira","addGira","addGir","-","aggiriamo","addGiriamo","addGir","-","aggiri","addGiri","addGir","-",0,1,"-"
"204","aggiudicare","aggiudico","addGudiko","addGudik","k","are","addGudik","k","aggiudica","addGudika","addGudik","k","aggiudichiamo","addGudikiamo","addGudik","k","aggiudichi","addGudiki","addGudik","k",0,1,"-"
"205","aggiuntare","aggiunto","addGunto","addGunt","-","are","addGunt","-","aggiunta","addGunta","addGunt","-","aggiuntiamo","addGuntiamo","addGunt","-","aggiunti","addGunti","addGunt","-",0,1,"-"
"206","aggiustare","aggiusto","addGusto","addGust","-","are","addGust","-","aggiusta","addGusta","addGust","-","aggiustiamo","addGustiamo","addGust","-","aggiusti","addGusti","addGust","-",0,1,"-"
"207","agglomerare","agglomero","agglomero","agglomer","-","are","agglomer","-","agglomera","agglomera","agglomer","-","agglomeriamo","agglomeriamo","agglomer","-","agglomeri","agglomeri","agglomer","-",0,1,"-"
"208","agglutinare","agglutino","agglutino","agglutin","-","are","agglutin","-","agglutina","agglutina","agglutin","-","agglutiniamo","agglutiniamo","agglutin","-","agglutini","agglutini","agglutin","-",0,1,"-"
"209","aggomitolare","aggomitolo","aggomitolo","aggomitol","-","are","aggomitol","-","aggomitola","aggomitola","aggomitol","-","aggomitoliamo","aggomitoliamo","aggomitol","-","aggomitoli","aggomitoli","aggomitol","-",0,1,"-"
"210","aggottare","aggotto","aggotto","aggott","-","are","aggott","-","aggotta","aggotta","aggott","-","aggottiamo","aggottiamo","aggott","-","aggotti","aggotti","aggott","-",0,1,"-"
"211","aggradare","aggrado","aggrado","aggrad","-","are","aggrad","-","aggrada","aggrada","aggrad","-","aggradiamo","aggradiamo","aggrad","-","aggradi","aggradi","aggrad","-",0,1,"-"
"212","aggraffare","aggraffo","aggraffo","aggraff","-","are","aggraff","-","aggraffa","aggraffa","aggraff","-","aggraffiamo","aggraffiamo","aggraff","-","aggraffi","aggraffi","aggraff","-",0,1,"-"
"213","aggrappare","aggrappo","aggrappo","aggrapp","-","are","aggrapp","-","aggrappa","aggrappa","aggrapp","-","aggrappiamo","aggrappiamo","aggrapp","-","aggrappi","aggrappi","aggrapp","-",0,1,"-"
"214","aggravare","aggravo","aggravo","aggrav","-","are","aggrav","-","aggrava","aggrava","aggrav","-","aggraviamo","aggraviamo","aggrav","-","aggravi","aggravi","aggrav","-",0,1,"-"
"215","aggraziare","aggrazio","aggrazio","aggrazi","-","are","aggrazi","-","aggrazia","aggrazia","aggrazi","-","aggraziamo","aggraziamo","aggrazi","-","aggrazi","aggrazi","aggraz","-",0,1,"-"
"216","aggregare","aggrego","aggrego","aggreg","g","are","aggreg","g","aggrega","aggrega","aggreg","g","aggreghiamo","aggregiamo","aggreg","g","aggreghi","aggregi","aggreg","g",0,1,"-"
"217","aggricciare","aggriccio","aggrittSo","aggrittS","tS","are","aggrittS","tS","aggriccia","aggrittSa","aggrittS","tS","aggricciamo","aggrittSamo","aggrittS","tS","aggricci","aggrittSi","aggrittS","tS",0,1,"-"
"218","aggrinzare","aggrinzo","aggrinzo","aggrinz","-","are","aggrinz","-","aggrinza","aggrinza","aggrinz","-","aggrinziamo","aggrinziamo","aggrinz","-","aggrinzi","aggrinzi","aggrinz","-",0,1,"-"
"219","aggrondare","aggrondo","aggrondo","aggrond","-","are","aggrond","-","aggronda","aggronda","aggrond","-","aggrondiamo","aggrondiamo","aggrond","-","aggrondi","aggrondi","aggrond","-",0,1,"-"
"220","aggrottare","aggrotto","aggrotto","aggrott","-","are","aggrott","-","aggrotta","aggrotta","aggrott","-","aggrottiamo","aggrottiamo","aggrott","-","aggrotti","aggrotti","aggrott","-",0,1,"-"
"221","aggrovigliare","aggroviglio","aggroviLLo","aggroviLL","LL","are","aggroviLL","LL","aggroviglia","aggroviLLa","aggroviLL","LL","aggrovigliamo","aggroviLLamo","aggroviLL","LL","aggrovigli","aggroviLLi","aggroviLL","LL",0,1,"-"
"222","aggrumare","aggrumo","aggrumo","aggrum","-","are","aggrum","-","aggruma","aggruma","aggrum","-","aggrumiamo","aggrumiamo","aggrum","-","aggrumi","aggrumi","aggrum","-",0,1,"-"
"223","aggruppare","aggruppo","aggruppo","aggrupp","-","are","aggrupp","-","aggruppa","aggruppa","aggrupp","-","aggruppiamo","aggruppiamo","aggrupp","-","aggruppi","aggruppi","aggrupp","-",0,1,"-"
"224","agguagliare","agguaglio","agguaLLo","agguaLL","LL","are","agguaLL","LL","agguaglia","agguaLLa","agguaLL","LL","agguagliamo","agguaLLamo","agguaLL","LL","agguagli","agguaLLi","agguaLL","LL",0,1,"-"
"225","agguantare","agguanto","agguanto","agguant","-","are","agguant","-","agguanta","agguanta","agguant","-","agguantiamo","agguantiamo","agguant","-","agguanti","agguanti","agguant","-",0,1,"-"
"226","agguatare","agguato","agguato","agguat","-","are","agguat","-","agguata","agguata","agguat","-","agguatiamo","agguatiamo","agguat","-","agguati","agguati","agguat","-",0,1,"-"
"227","agitare","agito","adGito","adGit","-","are","adGit","-","agita","adGita","adGit","-","agitiamo","adGitiamo","adGit","-","agiti","adGiti","adGit","-",0,1,"-"
"228","agognare","agogno","agoNNo","agoNN","NN","are","agoNN","NN","agogna","agoNNa","agoNN","NN","agogniamo","agoNNiamo","agoNN","NN","agogni","agoNNi","agoNN","NN",0,1,"-"
"229","agonizzare","agonizzo","agonizzo","agonizz","-","are","agonizz","-","agonizza","agonizza","agonizz","-","agonizziamo","agonizziamo","agonizz","-","agonizzi","agonizzi","agonizz","-",0,1,"-"
"230","agucchiare","agucchio","agukkio","agukki","-","are","agukki","-","agucchia","agukkia","agukki","-","agucchiamo","agukkiamo","agukki","-","agucchi","agukki","agukk","k",0,1,"-"
