"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"142","decomprimere","decomprimo","dekomprimo","dekomprim","-","ere","dekomprim","-","decomprime","dekomprime","dekomprim","-","decomprimiamo","dekomprimiamo","dekomprim","-","decomprima","dekomprima","dekomprim","-",0,1,"-"
"143","decorrere","decorro","dekorro","dekorr","-","ere","dekorr","-","decorre","dekorre","dekorr","-","decorriamo","dekorriamo","dekorr","-","decorra","dekorra","dekorr","-",0,1,"-"
"144","decrescere","decresco","dekresko","dekresk","k","ere","dekreSS","-","decresce","dekreSSe","dekreSS","-","decresciamo","dekreSSamo","dekreSS","-","decresca","dekreska","dekresk","k",1,0,"-"
"145","defiggere","defiggo","defiggo","defigg","g","ere","defiddG","dG","defigge","defiddGe","defiddG","dG","defiggiamo","defiddGamo","defiddG","dG","defigga","defigga","defigg","g",1,0,"-"
"146","deflettere","defletto","defletto","deflett","-","ere","deflett","-","deflette","deflette","deflett","-","deflettiamo","deflettiamo","deflett","-","defletta","defletta","deflett","-",0,1,"-"
"147","delinquere","delinquo","delinquo","delinqu","-","ere","delinqu","-","delinque","delinque","delinqu","-","delinquiamo","delinquiamo","delinqu","-","delinqua","delinqua","delinqu","-",0,1,"-"
"148","deludere","deludo","deludo","delud","-","ere","delud","-","delude","delude","delud","-","deludiamo","deludiamo","delud","-","deluda","deluda","delud","-",0,1,"-"
"149","demordere","demordo","demordo","demord","-","ere","demord","-","demorde","demorde","demord","-","demordiamo","demordiamo","demord","-","demorda","demorda","demord","-",0,1,"-"
"150","deprimere","deprimo","deprimo","deprim","-","ere","deprim","-","deprime","deprime","deprim","-","deprimiamo","deprimiamo","deprim","-","deprima","deprima","deprim","-",0,1,"-"
"151","deridere","derido","derido","derid","-","ere","derid","-","deride","deride","derid","-","deridiamo","deridiamo","derid","-","derida","derida","derid","-",0,1,"-"
"152","descrivere","descrivo","deskrivo","deskriv","-","ere","deskriv","-","descrive","deskrive","deskriv","-","descriviamo","deskriviamo","deskriv","-","descriva","deskriva","deskriv","-",0,1,"-"
"153","desistere","desisto","desisto","desist","-","ere","desist","-","desiste","desiste","desist","-","desistiamo","desistiamo","desist","-","desista","desista","desist","-",0,1,"-"
"154","desumere","desumo","desumo","desum","-","ere","desum","-","desume","desume","desum","-","desumiamo","desumiamo","desum","-","desuma","desuma","desum","-",0,1,"-"
"155","detenere","detengo","detengo","deteng","ng","ere","deten","-","detiene","detiene","detien","-","deteniamo","deteniamo","deten","-","detenga","detenga","deteng","ng",1,0,"-"
"156","detergere","detergo","detergo","deterg","g","ere","deterdG","dG","deterge","deterdGe","deterdG","dG","detergiamo","deterdGamo","deterdG","dG","deterga","deterga","deterg","g",1,0,"-"
"157","devolvere","devolvo","devolvo","devolv","-","ere","devolv","-","devolve","devolve","devolv","-","devolviamo","devolviamo","devolv","-","devolva","devolva","devolv","-",0,1,"-"
"158","dibattere","dibatto","dibatto","dibatt","-","ere","dibatt","-","dibatte","dibatte","dibatt","-","dibattiamo","dibattiamo","dibatt","-","dibatta","dibatta","dibatt","-",0,1,"-"
"159","difendere","difendo","difendo","difend","-","ere","difend","-","difende","difende","difend","-","difendiamo","difendiamo","difend","-","difenda","difenda","difend","-",0,1,"-"
"160","diffondere","diffondo","diffondo","diffond","-","ere","diffond","-","diffonde","diffonde","diffond","-","diffondiamo","diffondiamo","diffond","-","diffonda","diffonda","diffond","-",0,1,"-"
"161","diligere","diligo","diligo","dilig","g","ere","dilidG","dG","dilige","dilidGe","dilidG","dG","diligiamo","dilidGamo","dilidG","dG","diliga","diliga","dilig","g",1,0,"-"
"162","dimettere","dimetto","dimetto","dimett","-","ere","dimett","-","dimette","dimette","dimett","-","dimettiamo","dimettiamo","dimett","-","dimetta","dimetta","dimett","-",0,1,"-"
"163","dipendere","dipendo","dipendo","dipend","-","ere","dipend","-","dipende","dipende","dipend","-","dipendiamo","dipendiamo","dipend","-","dipenda","dipenda","dipend","-",0,1,"-"
"164","dipingere","dipingo","dipingo","diping","ng","ere","dipindG","dG","dipinge","dipindGe","dipindG","dG","dipingiamo","dipindGamo","dipindG","dG","dipinga","dipinga","diping","ng",1,0,"-"
"165","dirigere","dirigo","dirigo","dirig","g","ere","diridG","dG","dirige","diridGe","diridG","dG","dirigiamo","diridGamo","diridG","dG","diriga","diriga","dirig","g",1,0,"-"
"166","dirimere","dirimo","dirimo","dirim","-","ere","dirim","-","dirime","dirime","dirim","-","dirimiamo","dirimiamo","dirim","-","dirima","dirima","dirim","-",0,1,"-"
"167","dirompere","dirompo","dirompo","diromp","-","ere","diromp","-","dirompe","dirompe","diromp","-","dirompiamo","dirompiamo","diromp","-","dirompa","dirompa","diromp","-",0,1,"-"
"168","disattendere","disattendo","disattendo","disattend","-","ere","disattend","-","disattende","disattende","disattend","-","disattendiamo","disattendiamo","disattend","-","disattenda","disattenda","disattend","-",0,1,"-"
"169","discendere","discendo","diSSendo","diSSend","-","ere","diSSend","-","discende","diSSende","diSSend","-","discendiamo","diSSendiamo","diSSend","-","discenda","diSSenda","diSSend","-",0,1,"-"
"170","discernere","discerno","diSSerno","diSSern","-","ere","diSSern","-","discerne","diSSerne","diSSern","-","discerniamo","diSSerniamo","diSSern","-","discerna","diSSerna","diSSern","-",0,1,"-"
"171","dischiudere","dischiudo","diskiudo","diskiud","-","ere","diskiud","-","dischiude","diskiude","diskiud","-","dischiudiamo","diskiudiamo","diskiud","-","dischiuda","diskiuda","diskiud","-",0,1,"-"
"172","discingere","discingo","diSSingo","diSSing","ng","ere","diSSindG","dG","discinge","diSSindGe","diSSindG","dG","discingiamo","diSSindGamo","diSSindG","dG","discinga","diSSinga","diSSing","ng",1,0,"-"
"173","disciogliere","disciolgo","diSSolgo","diSSolg","lg","ere","diSSoLL","LL","discioglie","diSSoLLe","diSSoLL","LL","disciogliamo","diSSoLLamo","diSSoLL","LL","disciolga","diSSolga","diSSolg","lg",1,0,"-"
"174","disconnettere","disconnetto","diskonnetto","diskonnett","-","ere","diskonnett","-","disconnette","diskonnette","diskonnett","-","disconnettiamo","diskonnettiamo","diskonnett","-","disconnetta","diskonnetta","diskonnett","-",0,1,"-"
"175","disconoscere","disconosco","diskonosko","diskonosk","k","ere","diskonoSS","-","disconosce","diskonoSSe","diskonoSS","-","disconosciamo","diskonoSSamo","diskonoSS","-","disconosca","diskonoska","diskonosk","k",1,0,"-"
"176","discorrere","discorro","diskorro","diskorr","-","ere","diskorr","-","discorre","diskorre","diskorr","-","discorriamo","diskorriamo","diskorr","-","discorra","diskorra","diskorr","-",0,1,"-"
"177","discutere","discuto","diskuto","diskut","-","ere","diskut","-","discute","diskute","diskut","-","discutiamo","diskutiamo","diskut","-","discuta","diskuta","diskut","-",0,1,"-"
"178","disgiungere","disgiungo","disdGungo","disdGung","ng","ere","disdGundG","dG","disgiunge","disdGundGe","disdGundG","dG","disgiungiamo","disdGundGamo","disdGundG","dG","disgiunga","disdGunga","disdGung","ng",1,0,"-"
"179","disilludere","disilludo","disilludo","disillud","-","ere","disillud","-","disillude","disillude","disillud","-","disilludiamo","disilludiamo","disillud","-","disilluda","disilluda","disillud","-",0,1,"-"
"180","dismettere","dismetto","dismetto","dismett","-","ere","dismett","-","dismette","dismette","dismett","-","dismettiamo","dismettiamo","dismett","-","dismetta","dismetta","dismett","-",0,1,"-"
"181","disperdere","disperdo","disperdo","disperd","-","ere","disperd","-","disperde","disperde","disperd","-","disperdiamo","disperdiamo","disperd","-","disperda","disperda","disperd","-",0,1,"-"
"182","dispiacere","dispiaccio","dispiattSo","dispiattS","tS","ere","dispiatS","tS","dispiace","dispiatSe","dispiatS","tS","dispiacciamo","dispiattSamo","","-","dispiaccia","dispiattSa","dispiattS","tS",1,0,"-"
"183","dissolvere","dissolvo","dissolvo","dissolv","-","ere","dissolv","-","dissolve","dissolve","dissolv","-","dissolviamo","dissolviamo","dissolv","-","dissolva","dissolva","dissolv","-",0,1,"-"
"184","dissuadere","dissuado","dissuado","dissuad","-","ere","dissuad","-","dissuade","dissuade","dissuad","-","dissuadiamo","dissuadiamo","dissuad","-","dissuada","dissuada","dissuad","-",0,1,"-"
"185","distendere","distendo","distendo","distend","-","ere","distend","-","distende","distende","distend","-","distendiamo","distendiamo","distend","-","distenda","distenda","distend","-",0,1,"-"
"186","distinguere","distinguo","distinguo","distingu","-","ere","distingu","-","distingue","distingue","distingu","-","distinguiamo","distinguiamo","distingu","-","distingua","distingua","distingu","-",0,1,"-"
"187","distogliere","distolgo","distolgo","distolg","lg","ere","distoLL","LL","distoglie","distoLLe","distoLL","LL","distogliamo","distoLLamo","distoLL","LL","distolga","distolga","distolg","lg",1,0,"-"
"188","distorcere","distorco","distorko","distork","k","ere","distortS","tS","distorce","distortSe","distortS","tS","distorciamo","distortSamo","distortS","tS","distorca","distorka","distork","k",1,0,"-"
"189","distruggere","distruggo","distruggo","distrugg","g","ere","distruddG","dG","distrugge","distruddGe","distruddG","dG","distruggiamo","distruddGamo","distruddG","dG","distrugga","distrugga","distrugg","g",1,0,"-"
"190","disvolere","disvoglio","disvoLLo","disvoLL","LL","ere","disvol","-","disvuole","disvuole","disvuol","-","disvogliamo","disvoLLamo","","-","disvoglia","disvoLLa","disvoLL","LL",1,0,"-"
"191","divedere","divedo","divedo","dived","-","ere","dived","-","divede","divede","dived","-","divediamo","divediamo","dived","-","diveda","diveda","dived","-",0,1,"-"
"192","divellere","divello","divello","divell","-","ere","divell","-","divelle","divelle","divell","-","divelliamo","divelliamo","divell","-","divella","divella","divell","-",0,1,"-"
"193","divergere","divergo","divergo","diverg","g","ere","diverdG","dG","diverge","diverdGe","diverdG","dG","divergiamo","diverdGamo","diverdG","dG","diverga","diverga","diverg","g",1,0,"-"
"194","dividere","divido","divido","divid","-","ere","divid","-","divide","divide","divid","-","dividiamo","dividiamo","divid","-","divida","divida","divid","-",0,1,"-"
"195","dolere","dolo","dolo","dol","-","ere","dol","-","dole","dole","dol","-","doliamo","doliamo","dol","-","dola","dola","dol","-",0,1,"-"
"196","dovere","devo","devo","dev","-","ere","dov","-","deve","deve","dev","-","dobbiamo","dobbiamo","","-","debba","debba","debb","-",0,0,"-"
"197","eccedere","eccedo","ettSedo","ettSed","-","ere","ettSed","-","eccede","ettSede","ettSed","-","eccediamo","ettSediamo","ettSed","-","ecceda","ettSeda","ettSed","-",0,1,"-"
"198","eccellere","eccello","ettSello","ettSell","-","ere","ettSell","-","eccelle","ettSelle","ettSell","-","eccelliamo","ettSelliamo","ettSell","-","eccella","ettSella","ettSell","-",0,1,"-"
"199","effondere","effondo","effondo","effond","-","ere","effond","-","effonde","effonde","effond","-","effondiamo","effondiamo","effond","-","effonda","effonda","effond","-",0,1,"-"
"200","eleggere","eleggo","eleggo","elegg","g","ere","eleddG","dG","elegge","eleddGe","eleddG","dG","eleggiamo","eleddGamo","eleddG","dG","elegga","elegga","elegg","g",1,0,"-"
"201","elidere","elido","elido","elid","-","ere","elid","-","elide","elide","elid","-","elidiamo","elidiamo","elid","-","elida","elida","elid","-",0,1,"-"
"202","eludere","eludo","eludo","elud","-","ere","elud","-","elude","elude","elud","-","eludiamo","eludiamo","elud","-","eluda","eluda","elud","-",0,1,"-"
"203","emergere","emergo","emergo","emerg","g","ere","emerdG","dG","emerge","emerdGe","emerdG","dG","emergiamo","emerdGamo","emerdG","dG","emerga","emerga","emerg","g",1,0,"-"
"204","emettere","emetto","emetto","emett","-","ere","emett","-","emette","emette","emett","-","emettiamo","emettiamo","emett","-","emetta","emetta","emett","-",0,1,"-"
"205","empiere","empio","empio","empi","-","ere","empi","-","empie","empie","empi","-","empiiamo","empiiamo","empi","-","empia","empia","empi","-",0,1,"-"
"206","equivalere","equivalgo","equivalgo","equivalg","lg","ere","equival","-","equivale","equivale","equival","-","equivaliamo","equivaliamo","equival","-","equivalga","equivalga","equivalg","lg",1,0,"-"
"207","ergere","ergo","ergo","erg","g","ere","erdG","dG","erge","erdGe","erdG","dG","ergiamo","erdGamo","erdG","dG","erga","erga","erg","g",1,0,"-"
"208","erigere","erigo","erigo","erig","g","ere","eridG","dG","erige","eridGe","eridG","dG","erigiamo","eridGamo","eridG","dG","eriga","eriga","erig","g",1,0,"-"
"209","erodere","erodo","erodo","erod","-","ere","erod","-","erode","erode","erod","-","erodiamo","erodiamo","erod","-","eroda","eroda","erod","-",0,1,"-"
"210","erompere","erompo","erompo","eromp","-","ere","eromp","-","erompe","erompe","eromp","-","erompiamo","erompiamo","eromp","-","erompa","erompa","eromp","-",0,1,"-"
"211","escludere","escludo","eskludo","esklud","-","ere","esklud","-","esclude","esklude","esklud","-","escludiamo","eskludiamo","esklud","-","escluda","eskluda","esklud","-",0,1,"-"
"212","escrescere","escresco","eskresko","eskresk","k","ere","eskreSS","-","escresce","eskreSSe","eskreSS","-","escresciamo","eskreSSamo","eskreSS","-","escresca","eskreska","eskresk","k",1,0,"-"
"213","escutere","escuto","eskuto","eskut","-","ere","eskut","-","escute","eskute","eskut","-","escutiamo","eskutiamo","eskut","-","escuta","eskuta","eskut","-",0,1,"-"
"214","esigere","esigo","esigo","esig","g","ere","esidG","dG","esige","esidGe","esidG","dG","esigiamo","esidGamo","esidG","dG","esiga","esiga","esig","g",1,0,"-"
"215","esimere","esimo","esimo","esim","-","ere","esim","-","esime","esime","esim","-","esimiamo","esimiamo","esim","-","esima","esima","esim","-",0,1,"-"
"216","esistere","esisto","esisto","esist","-","ere","esist","-","esiste","esiste","esist","-","esistiamo","esistiamo","esist","-","esista","esista","esist","-",0,1,"-"
"217","espandere","espando","espando","espand","-","ere","espand","-","espande","espande","espand","-","espandiamo","espandiamo","espand","-","espanda","espanda","espand","-",0,1,"-"
"218","espellere","espello","espello","espell","-","ere","espell","-","espelle","espelle","espell","-","espelliamo","espelliamo","espell","-","espella","espella","espell","-",0,1,"-"
"219","esplodere","esplodo","esplodo","esplod","-","ere","esplod","-","esplode","esplode","esplod","-","esplodiamo","esplodiamo","esplod","-","esploda","esploda","esplod","-",0,1,"-"
"220","esprimere","esprimo","esprimo","esprim","-","ere","esprim","-","esprime","esprime","esprim","-","esprimiamo","esprimiamo","esprim","-","esprima","esprima","esprim","-",0,1,"-"
"221","espungere","espungo","espungo","espung","ng","ere","espundG","dG","espunge","espundGe","espundG","dG","espungiamo","espundGamo","espundG","dG","espunga","espunga","espung","ng",1,0,"-"
"222","estendere","estendo","estendo","estend","-","ere","estend","-","estende","estende","estend","-","estendiamo","estendiamo","estend","-","estenda","estenda","estend","-",0,1,"-"
"223","estinguere","estinguo","estinguo","estingu","-","ere","estingu","-","estingue","estingue","estingu","-","estinguiamo","estinguiamo","estingu","-","estingua","estingua","estingu","-",0,1,"-"
"224","estorcere","estorco","estorko","estork","k","ere","estortS","tS","estorce","estortSe","estortS","tS","estorciamo","estortSamo","estortS","tS","estorca","estorka","estork","k",1,0,"-"
"225","estromettere","estrometto","estrometto","estromett","-","ere","estromett","-","estromette","estromette","estromett","-","estromettiamo","estromettiamo","estromett","-","estrometta","estrometta","estromett","-",0,1,"-"
"226","estrovertere","estroverto","estroverto","estrovert","-","ere","estrovert","-","estroverte","estroverte","estrovert","-","estrovertiamo","estrovertiamo","estrovert","-","estroverta","estroverta","estrovert","-",0,1,"-"
"227","estrudere","estrudo","estrudo","estrud","-","ere","estrud","-","estrude","estrude","estrud","-","estrudiamo","estrudiamo","estrud","-","estruda","estruda","estrud","-",0,1,"-"
"228","evadere","evado","evado","evad","-","ere","evad","-","evade","evade","evad","-","evadiamo","evadiamo","evad","-","evada","evada","evad","-",0,1,"-"
"229","evincere","evinco","evinko","evink","k","ere","evintS","tS","evince","evintSe","evintS","tS","evinciamo","evintSamo","evintS","tS","evinca","evinka","evink","k",1,0,"-"
"230","evolvere","evolvo","evolvo","evolv","-","ere","evolv","-","evolve","evolve","evolv","-","evolviamo","evolviamo","evolv","-","evolva","evolva","evolv","-",0,1,"-"
"231","fendere","fendo","fendo","fend","-","ere","fend","-","fende","fende","fend","-","fendiamo","fendiamo","fend","-","fenda","fenda","fend","-",0,1,"-"
"232","fervere","fervo","fervo","ferv","-","ere","ferv","-","ferve","ferve","ferv","-","ferviamo","ferviamo","ferv","-","ferva","ferva","ferv","-",0,1,"-"
"233","figgere","figgo","figgo","figg","g","ere","fiddG","dG","figge","fiddGe","fiddG","dG","figgiamo","fiddGamo","fiddG","dG","figga","figga","figg","g",1,0,"-"
"234","fingere","fingo","fingo","fing","ng","ere","findG","dG","finge","findGe","findG","dG","fingiamo","findGamo","findG","dG","finga","finga","fing","ng",1,0,"-"
"235","flettere","fletto","fletto","flett","-","ere","flett","-","flette","flette","flett","-","flettiamo","flettiamo","flett","-","fletta","fletta","flett","-",0,1,"-"
"236","fondere","fondo","fondo","fond","-","ere","fond","-","fonde","fonde","fond","-","fondiamo","fondiamo","fond","-","fonda","fonda","fond","-",0,1,"-"
"237","fottere","fotto","fotto","fott","-","ere","fott","-","fotte","fotte","fott","-","fottiamo","fottiamo","fott","-","fotta","fotta","fott","-",0,1,"-"
"238","fraintendere","fraintendo","fraintendo","fraintend","-","ere","fraintend","-","fraintende","fraintende","fraintend","-","fraintendiamo","fraintendiamo","fraintend","-","fraintenda","fraintenda","fraintend","-",0,1,"-"
"239","frammettere","frammetto","frammetto","frammett","-","ere","frammett","-","frammette","frammette","frammett","-","frammettiamo","frammettiamo","frammett","-","frammetta","frammetta","frammett","-",0,1,"-"
"240","frangere","frango","frango","frang","ng","ere","frandG","dG","frange","frandGe","frandG","dG","frangiamo","frandGamo","frandG","dG","franga","franga","frang","ng",1,0,"-"
"241","fremere","fremo","fremo","frem","-","ere","frem","-","freme","freme","frem","-","fremiamo","fremiamo","frem","-","frema","frema","frem","-",0,1,"-"
"242","friggere","friggo","friggo","frigg","g","ere","friddG","dG","frigge","friddGe","friddG","dG","friggiamo","friddGamo","friddG","dG","frigga","frigga","frigg","g",1,0,"-"
"243","fulgere","fulgo","fulgo","fulg","lg","ere","fuldG","dG","fulge","fuldGe","fuldG","dG","fulgiamo","fuldGamo","fuldG","dG","fulga","fulga","fulg","lg",1,0,"-"
"244","fungere","fungo","fungo","fung","ng","ere","fundG","dG","funge","fundGe","fundG","dG","fungiamo","fundGamo","fundG","dG","funga","funga","fung","ng",1,0,"-"
"245","gemere","gemo","dGemo","dGem","-","ere","dGem","-","geme","dGeme","dGem","-","gemiamo","dGemiamo","dGem","-","gema","dGema","dGem","-",0,1,"-"
"246","genuflettere","genufletto","dGenufletto","dGenuflett","-","ere","dGenuflett","-","genuflette","dGenuflette","dGenuflett","-","genuflettiamo","dGenuflettiamo","dGenuflett","-","genufletta","dGenufletta","dGenuflett","-",0,1,"-"
"247","giacere","giaccio","dGattSo","dGattS","tS","ere","dGatS","tS","giace","dGatSe","dGatS","tS","giaciamo","dGatSamo","dGatS","tS","giaccia","dGattSa","dGattS","tS",1,0,"-"
"248","giungere","giungo","dGungo","dGung","ng","ere","dGundG","dG","giunge","dGundGe","dGundG","dG","giungiamo","dGundGamo","dGundG","dG","giunga","dGunga","dGung","ng",1,0,"-"
"249","godere","godo","godo","god","-","ere","god","-","gode","gode","god","-","godiamo","godiamo","god","-","goda","goda","god","-",0,1,"-"
"250","illudere","illudo","illudo","illud","-","ere","illud","-","illude","illude","illud","-","illudiamo","illudiamo","illud","-","illuda","illuda","illud","-",0,1,"-"
"251","imbattere","imbatto","imbatto","imbatt","-","ere","imbatt","-","imbatte","imbatte","imbatt","-","imbattiamo","imbattiamo","imbatt","-","imbatta","imbatta","imbatt","-",0,1,"-"
"252","imbevere","imbevo","imbevo","imbev","-","ere","imbev","-","imbeve","imbeve","imbev","-","imbeviamo","imbeviamo","imbev","-","imbeva","imbeva","imbev","-",0,1,"-"
"253","immergere","immergo","immergo","immerg","g","ere","immerdG","dG","immerge","immerdGe","immerdG","dG","immergiamo","immerdGamo","immerdG","dG","immerga","immerga","immerg","g",1,0,"-"
"254","immettere","immetto","immetto","immett","-","ere","immett","-","immette","immette","immett","-","immettiamo","immettiamo","immett","-","immetta","immetta","immett","-",0,1,"-"
"255","imprendere","imprendo","imprendo","imprend","-","ere","imprend","-","imprende","imprende","imprend","-","imprendiamo","imprendiamo","imprend","-","imprenda","imprenda","imprend","-",0,1,"-"
"256","imprimere","imprimo","imprimo","imprim","-","ere","imprim","-","imprime","imprime","imprim","-","imprimiamo","imprimiamo","imprim","-","imprima","imprima","imprim","-",0,1,"-"
"257","incedere","incedo","intSedo","intSed","-","ere","intSed","-","incede","intSede","intSed","-","incediamo","intSediamo","intSed","-","inceda","intSeda","intSed","-",0,1,"-"
"258","incidere","incido","intSido","intSid","-","ere","intSid","-","incide","intSide","intSid","-","incidiamo","intSidiamo","intSid","-","incida","intSida","intSid","-",0,1,"-"
"259","includere","includo","inkludo","inklud","-","ere","inklud","-","include","inklude","inklud","-","includiamo","inkludiamo","inklud","-","includa","inkluda","inklud","-",0,1,"-"
"260","incogliere","incolgo","inkolgo","inkolg","lg","ere","inkoLL","LL","incoglie","inkoLLe","inkoLL","LL","incogliamo","inkoLLamo","inkoLL","LL","incolga","inkolga","inkolg","lg",1,0,"-"
"261","incombere","incombo","inkombo","inkomb","-","ere","inkomb","-","incombe","inkombe","inkomb","-","incombiamo","inkombiamo","inkomb","-","incomba","inkomba","inkomb","-",0,1,"-"
"262","incorrere","incorro","inkorro","inkorr","-","ere","inkorr","-","incorre","inkorre","inkorr","-","incorriamo","inkorriamo","inkorr","-","incorra","inkorra","inkorr","-",0,1,"-"
"263","increscere","incresco","inkresko","inkresk","k","ere","inkreSS","-","incresce","inkreSSe","inkreSS","-","incresciamo","inkreSSamo","inkreSS","-","incresca","inkreska","inkresk","k",1,0,"-"
"264","incutere","incuto","inkuto","inkut","-","ere","inkut","-","incute","inkute","inkut","-","incutiamo","inkutiamo","inkut","-","incuta","inkuta","inkut","-",0,1,"-"
"265","indulgere","indulgo","indulgo","indulg","lg","ere","induldG","dG","indulge","induldGe","induldG","dG","indulgiamo","induldGamo","induldG","dG","indulga","indulga","indulg","lg",1,0,"-"
"266","infiggere","infiggo","infiggo","infigg","g","ere","infiddG","dG","infigge","infiddGe","infiddG","dG","infiggiamo","infiddGamo","infiddG","dG","infigga","infigga","infigg","g",1,0,"-"
"267","infingere","infingo","infingo","infing","ng","ere","infindG","dG","infinge","infindGe","infindG","dG","infingiamo","infindGamo","infindG","dG","infinga","infinga","infing","ng",1,0,"-"
"268","infliggere","infliggo","infliggo","infligg","g","ere","infliddG","dG","infligge","infliddGe","infliddG","dG","infliggiamo","infliddGamo","infliddG","dG","infligga","infligga","infligg","g",1,0,"-"
"269","infondere","infondo","infondo","infond","-","ere","infond","-","infonde","infonde","infond","-","infondiamo","infondiamo","infond","-","infonda","infonda","infond","-",0,1,"-"
"270","inframmettere","inframmetto","inframmetto","inframmett","-","ere","inframmett","-","inframmette","inframmette","inframmett","-","inframmettiamo","inframmettiamo","inframmett","-","inframmetta","inframmetta","inframmett","-",0,1,"-"
"271","infrangere","infrango","infrango","infrang","ng","ere","infrandG","dG","infrange","infrandGe","infrandG","dG","infrangiamo","infrandGamo","infrandG","dG","infranga","infranga","infrang","ng",1,0,"-"
"272","ingiungere","ingiungo","indGungo","indGung","ng","ere","indGundG","dG","ingiunge","indGundGe","indGundG","dG","ingiungiamo","indGundGamo","indGundG","dG","ingiunga","indGunga","indGung","ng",1,0,"-"
"273","inscrivere","inscrivo","inskrivo","inskriv","-","ere","inskriv","-","inscrive","inskrive","inskriv","-","inscriviamo","inskriviamo","inskriv","-","inscriva","inskriva","inskriv","-",0,1,"-"
"274","insistere","insisto","insisto","insist","-","ere","insist","-","insiste","insiste","insist","-","insistiamo","insistiamo","insist","-","insista","insista","insist","-",0,1,"-"
"275","insorgere","insorgo","insorgo","insorg","g","ere","insordG","dG","insorge","insordGe","insordG","dG","insorgiamo","insordGamo","insordG","dG","insorga","insorga","insorg","g",1,0,"-"
"276","intendere","intendo","intendo","intend","-","ere","intend","-","intende","intende","intend","-","intendiamo","intendiamo","intend","-","intenda","intenda","intend","-",0,1,"-"
"277","intercedere","intercedo","intertSedo","intertSed","-","ere","intertSed","-","intercede","intertSede","intertSed","-","intercediamo","intertSediamo","intertSed","-","interceda","intertSeda","intertSed","-",0,1,"-"
"278","interconnettere","interconnetto","interkonnetto","interkonnett","-","ere","interkonnett","-","interconnette","interkonnette","interkonnett","-","interconnettiamo","interkonnettiamo","interkonnett","-","interconnetta","interkonnetta","interkonnett","-",0,1,"-"
"279","intercorrere","intercorro","interkorro","interkorr","-","ere","interkorr","-","intercorre","interkorre","interkorr","-","intercorriamo","interkorriamo","interkorr","-","intercorra","interkorra","interkorr","-",0,1,"-"
"280","interrompere","interrompo","interrompo","interromp","-","ere","interromp","-","interrompe","interrompe","interromp","-","interrompiamo","interrompiamo","interromp","-","interrompa","interrompa","interromp","-",0,1,"-"
"281","intessere","intesso","intesso","intess","-","ere","intess","-","intesse","intesse","intess","-","intessiamo","intessiamo","intess","-","intessa","intessa","intess","-",0,1,"-"
"282","intingere","intingo","intingo","inting","ng","ere","intindG","dG","intinge","intindGe","intindG","dG","intingiamo","intindGamo","intindG","dG","intinga","intinga","inting","ng",1,0,"-"
"283","intraprendere","intraprendo","intraprendo","intraprend","-","ere","intraprend","-","intraprende","intraprende","intraprend","-","intraprendiamo","intraprendiamo","intraprend","-","intraprenda","intraprenda","intraprend","-",0,1,"-"
"284","intrattenere","intrattengo","intrattengo","intratteng","ng","ere","intratten","-","intrattiene","intrattiene","intrattien","-","intratteniamo","intratteniamo","intratten","-","intrattenga","intrattenga","intratteng","ng",1,0,"-"
"285","intravedere","intravedo","intravedo","intraved","-","ere","intraved","-","intravede","intravede","intraved","-","intravediamo","intravediamo","intraved","-","intraveda","intraveda","intraved","-",0,1,"-"
"286","intravvedere","intravvedo","intravvedo","intravved","-","ere","intravved","-","intravvede","intravvede","intravved","-","intravvediamo","intravvediamo","intravved","-","intravveda","intravveda","intravved","-",0,1,"-"
"287","intridere","intrido","intrido","intrid","-","ere","intrid","-","intride","intride","intrid","-","intridiamo","intridiamo","intrid","-","intrida","intrida","intrid","-",0,1,"-"
"288","intromettere","intrometto","intrometto","intromett","-","ere","intromett","-","intromette","intromette","intromett","-","intromettiamo","intromettiamo","intromett","-","intrometta","intrometta","intromett","-",0,1,"-"
"289","intrudere","intrudo","intrudo","intrud","-","ere","intrud","-","intrude","intrude","intrud","-","intrudiamo","intrudiamo","intrud","-","intruda","intruda","intrud","-",0,1,"-"
"290","invadere","invado","invado","invad","-","ere","invad","-","invade","invade","invad","-","invadiamo","invadiamo","invad","-","invada","invada","invad","-",0,1,"-"
"291","invalere","invalgo","invalgo","invalg","lg","ere","inval","-","invale","invale","inval","-","invaliamo","invaliamo","inval","-","invalga","invalga","invalg","lg",1,0,"-"
"292","involgere","involgo","involgo","involg","lg","ere","involdG","dG","involge","involdGe","involdG","dG","involgiamo","involdGamo","involdG","dG","involga","involga","involg","lg",1,0,"-"
"293","involvere","involvo","involvo","involv","-","ere","involv","-","involve","involve","involv","-","involviamo","involviamo","involv","-","involva","involva","involv","-",0,1,"-"
"294","irridere","irrido","irrido","irrid","-","ere","irrid","-","irride","irride","irrid","-","irridiamo","irridiamo","irrid","-","irrida","irrida","irrid","-",0,1,"-"
